"","regulator","regulatees","mean_edge_weight"
"17067","GLIS3","ADAMTS10",0.365004785863549
"17068","GLIS3","ADAMTS12",0.793552740624808
"17069","GLIS3","ADAMTS13",0.368572528840494
"17070","GLIS3","ADAMTS14",0.533408002695503
"17071","GLIS3","ADAMTS15",0.274003191893884
"17072","GLIS3","ADAMTS17",0.484196063970058
"17073","GLIS3","ADAMTS18",0.483503942257959
"17074","GLIS3","ADAMTS19",0.282476850198192
"17075","GLIS3","ADAMTS2",0.336534378255845
"17076","GLIS3","ADAMTS3",0.263384819821976
"17077","GLIS3","ADAMTS4",0.351826170984365
"17078","GLIS3","ADAMTS5",0.202973997899924
"17079","GLIS3","ADAMTS6",0.275672830919846
"17080","GLIS3","ADAMTS7",0.232926703095981
"17081","GLIS3","ADAMTS8",0.335177535308811
"17082","GLIS3","ADAMTS9",0.714715650699316
"17083","GLIS3","ADAMTS9-AS2",0.25580632077523
"17084","GLIS3","ADAMTSL1",0.208704346542248
"17085","GLIS3","ADAMTSL2",0.410088364452425
"17086","GLIS3","ADAMTSL3",0.409738741715846
"17087","GLIS3","ADAMTSL4",0.391042473383405
"17088","GLIS3","ADAMTSL5",0.324929239555723
"17089","GLIS3","CCL1",0.214709052286352
"17090","GLIS3","CCL13",0.235554084380594
"17091","GLIS3","CCL14",0.174744606229082
"17092","GLIS3","CCL15",0.203960780532535
"17093","GLIS3","CCL17",0.245764980652202
"17094","GLIS3","CCL19",0.554850992978718
"17095","GLIS3","CCL20",0.303086822067306
"17096","GLIS3","CCL22",0.408392727333545
"17097","GLIS3","CCL23",0.203960688534341
"17098","GLIS3","CCL24",0.163372600126025
"17099","GLIS3","CCL25",0.488345443591828
"17100","GLIS3","CCL26",0.407072600985942
"17101","GLIS3","CCL27",0.264991414772069
"17102","GLIS3","CCL28",0.414021757109822
"17103","GLIS3","CCL4",0.518043210608552
"17104","GLIS3","CCL4L2",0.300250905063143
"17105","GLIS3","CCL5",0.284904656246998
"17106","GLIS3","CSF1",0.526130260735538
"17107","GLIS3","CSF1R",0.208005663277909
"17108","GLIS3","CSF2",0.187739469284135
"17109","GLIS3","CSF2RA",0.321234690328725
"17110","GLIS3","CSF2RB",0.253526027040429
"17111","GLIS3","CSF3",0.465424038700781
"17112","GLIS3","CSF3R",0.355216405394648
"17113","GLIS3","CXCL1",0.435242447927365
"17114","GLIS3","CXCL11",0.219151485469124
"17115","GLIS3","CXCL12",0.279078969430025
"17116","GLIS3","CXCL14",0.123568908471059
"17117","GLIS3","CXCL16",0.584280174724499
"17118","GLIS3","CXCL2",0.45400894910981
"17119","GLIS3","CXCL3",0.570063662681759
"17120","GLIS3","CXCL5",0.4505483859535
"17121","GLIS3","CXCL6",0.25372724340959
"17122","GLIS3","CXCL8",0.229218152732925
"17123","GLIS3","CXCL9",0.303098336737137
"17124","GLIS3","IFNAR1",0.464788553162696
"17125","GLIS3","IFNAR2",0.382225626656801
"17126","GLIS3","IFNB1",0.13017599322456
"17127","GLIS3","IFNG",0.365602272642328
"17128","GLIS3","IFNG-AS1",0.196468813333202
"17129","GLIS3","IFNGR1",0.314779678827757
"17130","GLIS3","IFNGR2",0.443658241272334
"17131","GLIS3","IFNL2",0.209465237811579
"17132","GLIS3","IFNL3",0.678209291461829
"17133","GLIS3","IFNLR1",0.347559746120601
"17134","GLIS3","IFNW1",0.387046013896408
"17135","GLIS3","IL10",0.180466232111978
"17136","GLIS3","IL10RA",0.413706103241634
"17137","GLIS3","IL10RB",0.379904849147678
"17138","GLIS3","IL10RB-DT",0.437572406111216
"17139","GLIS3","IL11",0.425279813775548
"17140","GLIS3","IL11RA",0.514329550701984
"17141","GLIS3","IL12A",0.290523835542934
"17142","GLIS3","IL12A-AS1",0.564962062246426
"17143","GLIS3","IL12B",0.37714420454842
"17144","GLIS3","IL12RB1",0.386382014285701
"17145","GLIS3","IL12RB2",0.316309861321801
"17146","GLIS3","IL13",0.19417026675649
"17147","GLIS3","IL13RA1",0.342946496797995
"17148","GLIS3","IL13RA2",0.249983113870613
"17149","GLIS3","IL15",0.345394208874406
"17150","GLIS3","IL15RA",0.536260192282786
"17151","GLIS3","IL16",0.49706420658475
"17152","GLIS3","IL17A",0.199999999110485
"17153","GLIS3","IL17B",0.305800684410485
"17154","GLIS3","IL17C",0.409618645302681
"17155","GLIS3","IL17D",0.391872438041832
"17156","GLIS3","IL17F",0.214602401694279
"17157","GLIS3","IL17RA",0.623467004031631
"17158","GLIS3","IL17RB",0.339930634968175
"17159","GLIS3","IL17RC",0.437454620865537
"17160","GLIS3","IL17RD",0.356317283536241
"17161","GLIS3","IL17RE",0.381371997726941
"17162","GLIS3","IL17REL",0.347675820204566
"17163","GLIS3","IL18",0.168523104693573
"17164","GLIS3","IL18BP",0.196832405567304
"17165","GLIS3","IL18R1",0.334347160338088
"17166","GLIS3","IL18RAP",0.290799994112783
"17167","GLIS3","IL19",0.534320170957236
"17168","GLIS3","IL1B",0.227437982703147
"17169","GLIS3","IL1R1",0.359552144092499
"17170","GLIS3","IL1R2",0.358269504762789
"17171","GLIS3","IL1RAP",0.395585851542243
"17172","GLIS3","IL1RAPL1",0.882136037415355
"17173","GLIS3","IL1RL1",0.259090675000237
"17174","GLIS3","IL1RL2",0.374284494445441
"17175","GLIS3","IL1RN",0.344284256051859
"17176","GLIS3","IL2",0.372384562815373
"17177","GLIS3","IL20",0.397340986841525
"17178","GLIS3","IL20RA",0.296362676133089
"17179","GLIS3","IL20RB",0.193805668367469
"17180","GLIS3","IL21R",0.361628114448088
"17181","GLIS3","IL21R-AS1",0.401021014326361
"17182","GLIS3","IL22",0.632621080513047
"17183","GLIS3","IL22RA2",0.181014276004872
"17184","GLIS3","IL23A",0.491149185888601
"17185","GLIS3","IL23R",0.691264301518855
"17186","GLIS3","IL24",0.317772019758981
"17187","GLIS3","IL26",0.305858519010192
"17188","GLIS3","IL27",0.43679293615567
"17189","GLIS3","IL27RA",0.765656810022898
"17190","GLIS3","IL2RA",0.239947149765431
"17191","GLIS3","IL2RB",0.35757528123552
"17192","GLIS3","IL2RG",0.269561271027969
"17193","GLIS3","IL31RA",0.148522244185326
"17194","GLIS3","IL32",0.703932919288205
"17195","GLIS3","IL33",0.200558809871798
"17196","GLIS3","IL34",0.401604631416184
"17197","GLIS3","IL36G",0.197042928286063
"17198","GLIS3","IL3RA",0.468261090102605
"17199","GLIS3","IL4",0.162947110421504
"17200","GLIS3","IL4I1",0.508470760900667
"17201","GLIS3","IL4R",0.377262755863918
"17202","GLIS3","IL5",0.412484560770607
"17203","GLIS3","IL5RA",0.432328674794469
"17204","GLIS3","IL6",0.377216738793143
"17205","GLIS3","IL6R",0.398129774887968
"17206","GLIS3","IL6R-AS1",0.392518650754644
"17207","GLIS3","IL6ST",0.475661903059841
"17208","GLIS3","IL7",0.405188542395853
"17209","GLIS3","IL7R",0.476690357403532
"17210","GLIS3","IL9",0.58356656111514
"17211","GLIS3","IL9R",0.141474725517974
"17212","GLIS3","IMMP1L",0.361829892812463
"17213","GLIS3","IMMP2L",0.27320511884971
"17214","GLIS3","MMP11",0.574461283985703
"17215","GLIS3","MMP14",0.705160923021569
"17216","GLIS3","MMP15",0.448626365548285
"17217","GLIS3","MMP16",0.184412677683268
"17218","GLIS3","MMP17",0.462325779608082
"17219","GLIS3","MMP19",0.351617309196361
"17220","GLIS3","MMP2-AS1",0.264115119584251
"17221","GLIS3","MMP23B",0.446816097681365
"17222","GLIS3","MMP24",0.316709734777167
"17223","GLIS3","MMP24OS",0.285816880599612
"17224","GLIS3","MMP25",0.353990493080344
"17225","GLIS3","MMP25-AS1",0.684281623359402
"17226","GLIS3","MMP28",0.381759972053256
"17227","GLIS3","MMP7",0.178687436482079
"17228","GLIS3","MMP9",0.476575210385994
"17229","GLIS3","NOTCH1",0.398581614331124
"17230","GLIS3","NOTCH2",0.355375988772367
"17231","GLIS3","NOTCH3",0.538482717627794
"17232","GLIS3","NOTCH4",1.32486563532575
"17233","GLIS3","PDGFA",0.572839779975015
"17234","GLIS3","PDGFB",0.409239843812952
"17235","GLIS3","PDGFC",0.184907916610132
"17236","GLIS3","PDGFD",0.38429006365693
"17237","GLIS3","PDGFRA",0.776176892191908
"17238","GLIS3","PDGFRB",0.381139794246065
"17239","GLIS3","PDGFRL",0.433635269710938
"17240","GLIS3","TGFA",0.649047700387256
"17241","GLIS3","TGFB1",0.455570761928784
"17242","GLIS3","TGFB1I1",0.584007187142544
"17243","GLIS3","TGFB2",0.478623290551906
"17244","GLIS3","TGFB2-AS1",0.307436839592948
"17245","GLIS3","TGFB3",0.497708839920218
"17246","GLIS3","TGFBI",0.297467310058886
"17247","GLIS3","TGFBR1",0.29703331780924
"17248","GLIS3","TGFBR2",0.330372401082985
"17249","GLIS3","TGFBR3",0.526013617426437
"17250","GLIS3","TGFBR3L",0.371741410606594
"17251","GLIS3","TGFBRAP1",0.396096989954447
"17252","GLIS3","TNF",0.251540301221103
"17253","GLIS3","TNFAIP1",0.345972168272401
"17254","GLIS3","TNFAIP2",0.228085131243198
"17255","GLIS3","TNFAIP3",0.328466593883436
"17256","GLIS3","TNFAIP8",0.397997261687735
"17257","GLIS3","TNFAIP8L1",0.359797288931475
"17258","GLIS3","TNFAIP8L3",0.235177609502411
"17259","GLIS3","TNFRSF10A-AS1",0.5732203583491
"17260","GLIS3","TNFRSF10B",0.142179231651843
"17261","GLIS3","TNFRSF10C",0.165745674334275
"17262","GLIS3","TNFRSF10D",0.384252891211279
"17263","GLIS3","TNFRSF11A",0.507356654010283
"17264","GLIS3","TNFRSF11B",0.188077059994098
"17265","GLIS3","TNFRSF12A",0.31751641103386
"17266","GLIS3","TNFRSF13B",0.32812511725642
"17267","GLIS3","TNFRSF13C",0.35164833627229
"17268","GLIS3","TNFRSF14",0.525414164414669
"17269","GLIS3","TNFRSF14-AS1",0.509354536003213
"17270","GLIS3","TNFRSF18",0.284616135763633
"17271","GLIS3","TNFRSF19",0.300420646293868
"17272","GLIS3","TNFRSF1A",0.207605107570424
"17273","GLIS3","TNFRSF1B",0.664646802753314
"17274","GLIS3","TNFRSF21",0.430015194244312
"17275","GLIS3","TNFRSF25",0.434599503519164
"17276","GLIS3","TNFRSF4",0.313583095598153
"17277","GLIS3","TNFRSF8",0.646891139616676
"17278","GLIS3","TNFRSF9",0.666854072372649
"17279","GLIS3","TNFSF10",0.398041309165059
"17280","GLIS3","TNFSF11",0.367842820920464
"17281","GLIS3","TNFSF12",0.457224712182287
"17282","GLIS3","TNFSF12-TNFSF13",0.455696584245432
"17283","GLIS3","TNFSF13B",0.451782509558504
"17284","GLIS3","TNFSF14",0.323895262318516
"17285","GLIS3","TNFSF15",0.35952532057579
"17286","GLIS3","TNFSF4",0.427538587656904
"17287","GLIS3","TNFSF8",0.392635346384696
"17288","GLIS3","TNFSF9",0.354670826661069
"17289","GLIS3","XCL1",0.489050461275994
"17290","GLIS3","XCL2",0.432106072720726
"17291","GRHL1","ADAMTS1",0.179377877409136
"17292","GRHL1","ADAMTS13",0.257400530985405
"17293","GRHL1","ADAMTS14",0.19272264917464
"17294","GRHL1","ADAMTS16",0.12494353890874
"17295","GRHL1","ADAMTS17",0.150829408735872
"17296","GRHL1","ADAMTS3",0.197323329956048
"17297","GRHL1","ADAMTS6",0.339897517652333
"17298","GRHL1","ADAMTSL2",0.174803006522437
"17299","GRHL1","ADAMTSL4",0.284967237726451
"17300","GRHL1","CCL1",0.311056683189935
"17301","GRHL1","CCL2",0.22345425558184
"17302","GRHL1","CSF1R",0.189734789338219
"17303","GRHL1","CSF2RA",0.28699818199462
"17304","GRHL1","CSF3R",0.823151591121436
"17305","GRHL1","CXCL10",0.309685044830044
"17306","GRHL1","CXCL12",0.177436329653479
"17307","GRHL1","IFNAR1",0.277815831734469
"17308","GRHL1","IFNAR2",0.311585423735719
"17309","GRHL1","IFNGR1",0.373641229291943
"17310","GRHL1","IFNGR2",0.223593474156259
"17311","GRHL1","IFNLR1",0.185914931282243
"17312","GRHL1","IL10RA",0.264090616181753
"17313","GRHL1","IL12A",0.203870867621438
"17314","GRHL1","IL15",0.278349087278218
"17315","GRHL1","IL17A",0.197737087360345
"17316","GRHL1","IL17RB",0.200294831047891
"17317","GRHL1","IL18R1",0.189732872454387
"17318","GRHL1","IL1B",0.282386913821618
"17319","GRHL1","IL1R1",0.175328298433652
"17320","GRHL1","IL1R2",0.244092567062697
"17321","GRHL1","IL1RAP",0.274287946602529
"17322","GRHL1","IL1RL2",0.175328298433652
"17323","GRHL1","IL1RN",0.280614771774535
"17324","GRHL1","IL20RA",0.371115891650997
"17325","GRHL1","IL20RB",0.272946881279124
"17326","GRHL1","IL23R",0.355808797550217
"17327","GRHL1","IL27RA",0.186814825603913
"17328","GRHL1","IL2RB",0.191809161842761
"17329","GRHL1","IL34",0.208686952034674
"17330","GRHL1","IL36A",0.283527929941881
"17331","GRHL1","IL3RA",0.18056348322748
"17332","GRHL1","IL4I1",0.407348539862463
"17333","GRHL1","IL5RA",0.174513538440424
"17334","GRHL1","IL6R",0.317591887566838
"17335","GRHL1","IL7",0.190005625844187
"17336","GRHL1","IMMP1L",0.125237444050988
"17337","GRHL1","MMP14",0.198413252978549
"17338","GRHL1","MMP17",0.11731053755915
"17339","GRHL1","MMP20",0.285304397187962
"17340","GRHL1","MMP24",0.244567194510103
"17341","GRHL1","MMP24OS",0.24250949704082
"17342","GRHL1","MMP7",0.286877212063984
"17343","GRHL1","NOTCH2",0.232834659940086
"17344","GRHL1","PDGFA",0.161532474347568
"17345","GRHL1","PDGFD",0.397725799982973
"17346","GRHL1","PDGFRB",0.236411915860281
"17347","GRHL1","PDGFRL",0.322062656063745
"17348","GRHL1","TGFA",0.410351199412929
"17349","GRHL1","TGFB2-AS1",0.257365776591906
"17350","GRHL1","TGFBR2",0.253116743807095
"17351","GRHL1","TGFBR3",0.26681710522425
"17352","GRHL1","TGFBRAP1",0.259540939040354
"17353","GRHL1","TNFAIP8",0.44564192602874
"17354","GRHL1","TNFAIP8L1",0.25390335724088
"17355","GRHL1","TNFRSF10D",0.391708164259937
"17356","GRHL1","TNFRSF11A",0.244060133592375
"17357","GRHL1","TNFRSF19",0.350975308420766
"17358","GRHL1","TNFRSF21",0.230331794852111
"17359","GRHL1","TNFSF10",0.282680674288022
"17360","GRHL1","TNFSF11",0.305523994485942
"17361","GRHL1","TNFSF12",0.24476091629165
"17362","GRHL1","TNFSF12-TNFSF13",0.362185695686604
"17363","GRHL1","TNFSF13B",0.371490254792268
"17364","GRHL1","TNFSF15",0.32511211395812
"17365","GRHL1","TNFSF4",0.224186271172203
"17366","GRHL1","TNFSF8",0.317534122800084
"17367","GRHL1","XCL1",0.325941904615474
"17368","GRHL1","XCL2",0.20049935293573
"17369","GRHL2","ADAMTS1",0.175311641477093
"17370","GRHL2","ADAMTS10",0.185286447627843
"17371","GRHL2","ADAMTS13",0.13343655422174
"17372","GRHL2","ADAMTS14",0.243599097484592
"17373","GRHL2","ADAMTS16",0.125410037876519
"17374","GRHL2","ADAMTS17",0.129388563775414
"17375","GRHL2","ADAMTS3",0.177890465711934
"17376","GRHL2","ADAMTS4",0.18638425957199
"17377","GRHL2","ADAMTS5",0.132774479129656
"17378","GRHL2","ADAMTS6",0.215705310449302
"17379","GRHL2","ADAMTS8",0.180595159028649
"17380","GRHL2","ADAMTS9-AS2",0.165317161761928
"17381","GRHL2","ADAMTSL2",0.161559965855766
"17382","GRHL2","CCL1",0.226655070776212
"17383","GRHL2","CCL2",0.185309785866204
"17384","GRHL2","CCL20",0.180502658661146
"17385","GRHL2","CCL23",0.175933941696035
"17386","GRHL2","CCL25",0.199365006328365
"17387","GRHL2","CCL28",0.194217637138043
"17388","GRHL2","CCL3",0.190185072330383
"17389","GRHL2","CCL4",0.187111001179516
"17390","GRHL2","CCL4L2",0.185010657746951
"17391","GRHL2","CCL7",0.133932062081773
"17392","GRHL2","CSF1",0.181641356853183
"17393","GRHL2","CSF2RA",0.180631698468104
"17394","GRHL2","CSF3R",0.207055298261361
"17395","GRHL2","CXCL10",0.261404263988488
"17396","GRHL2","CXCL14",0.18520222866273
"17397","GRHL2","CXCL2",0.159019901031163
"17398","GRHL2","CXCL3",0.129264245594366
"17399","GRHL2","IFNAR1",0.227898624804327
"17400","GRHL2","IFNAR2",0.199242170623066
"17401","GRHL2","IFNGR1",0.250710614846711
"17402","GRHL2","IFNGR2",0.190586500179092
"17403","GRHL2","IL10RA",0.237631701545519
"17404","GRHL2","IL10RB-DT",0.223649375967219
"17405","GRHL2","IL15",0.206135810497535
"17406","GRHL2","IL16",0.128649411700329
"17407","GRHL2","IL17A",0.199248475623353
"17408","GRHL2","IL17RA",0.138698070941948
"17409","GRHL2","IL17RB",0.181880611207553
"17410","GRHL2","IL18R1",0.244549678239047
"17411","GRHL2","IL1R1",0.202805667531626
"17412","GRHL2","IL1R2",0.199788614733166
"17413","GRHL2","IL1RAP",0.173212512549734
"17414","GRHL2","IL1RL2",0.2021880910368
"17415","GRHL2","IL1RN",0.248192601549817
"17416","GRHL2","IL2",0.202775492910789
"17417","GRHL2","IL20",0.19231080107279
"17418","GRHL2","IL20RA",0.278306149593692
"17419","GRHL2","IL20RB-AS1",0.190021272609535
"17420","GRHL2","IL21R",0.193134876481402
"17421","GRHL2","IL21R-AS1",0.191700882076167
"17422","GRHL2","IL2RA",0.227057793915109
"17423","GRHL2","IL2RB",0.206549257308503
"17424","GRHL2","IL34",0.131702230157353
"17425","GRHL2","IL3RA",0.178892684709633
"17426","GRHL2","IL4I1",0.330521538146727
"17427","GRHL2","IL5RA",0.178461106048199
"17428","GRHL2","IL7",0.23647376994972
"17429","GRHL2","IMMP1L",0.12365554972859
"17430","GRHL2","IMMP2L",0.184496926119895
"17431","GRHL2","MMP11",0.185713906312107
"17432","GRHL2","MMP14",0.153804282197744
"17433","GRHL2","MMP15",0.217127865590541
"17434","GRHL2","MMP16",0.184281798597748
"17435","GRHL2","MMP17",0.0965042315148419
"17436","GRHL2","MMP2-AS1",0.17569323191275
"17437","GRHL2","MMP20",0.27281304914518
"17438","GRHL2","MMP24",0.198928193343211
"17439","GRHL2","MMP24OS",0.198758277488347
"17440","GRHL2","MMP25",0.206904233650453
"17441","GRHL2","MMP28",0.182611693935856
"17442","GRHL2","MMP7",0.274317002208286
"17443","GRHL2","NOTCH2",0.205745573200531
"17444","GRHL2","PDGFA",0.183172177064576
"17445","GRHL2","PDGFD",0.213924339868055
"17446","GRHL2","PDGFRL",0.186877467882596
"17447","GRHL2","TGFA",0.199736329486556
"17448","GRHL2","TGFB2-AS1",0.164455950474625
"17449","GRHL2","TGFBI",0.18344279942343
"17450","GRHL2","TGFBR1",0.187509108801025
"17451","GRHL2","TGFBR2",0.188523259838288
"17452","GRHL2","TGFBR3",0.185442733088767
"17453","GRHL2","TGFBRAP1",0.178262207939801
"17454","GRHL2","TNFAIP3",0.178500137283972
"17455","GRHL2","TNFAIP8",0.235534156692141
"17456","GRHL2","TNFAIP8L1",0.188641583520006
"17457","GRHL2","TNFAIP8L3",0.204201299550524
"17458","GRHL2","TNFRSF10D",0.129482365346401
"17459","GRHL2","TNFRSF11A",0.254197981691211
"17460","GRHL2","TNFRSF12A",0.206904233650453
"17461","GRHL2","TNFRSF21",0.224643544924273
"17462","GRHL2","TNFRSF25",0.143566387102954
"17463","GRHL2","TNFRSF8",0.209138556874813
"17464","GRHL2","TNFRSF9",0.22954066709458
"17465","GRHL2","TNFSF10",0.210799373592641
"17466","GRHL2","TNFSF11",0.22658555701126
"17467","GRHL2","TNFSF12",0.21074382609688
"17468","GRHL2","TNFSF12-TNFSF13",0.207833987886839
"17469","GRHL2","TNFSF13B",0.240956031152273
"17470","GRHL2","TNFSF15",0.204692848567354
"17471","GRHL2","TNFSF4",0.193129404937304
"17472","GRHL2","TNFSF8",0.177003340274039
"17473","GRHL2","XCL1",0.200472288180174
"17474","GRHL2","XCL2",0.183015418202483
"17475","GSC","ADAMTS1",0.213170218001527
"17476","GSC","ADAMTS14",0.146050025584483
"17477","GSC","ADAMTS17",0.24740335438324
"17478","GSC","ADAMTS3",0.271559117749467
"17479","GSC","ADAMTS6",0.269722505028985
"17480","GSC","ADAMTS7",0.257044782189007
"17481","GSC","ADAMTS8",0.20490513439783
"17482","GSC","ADAMTSL1",0.409326803707499
"17483","GSC","ADAMTSL4",0.422503102953773
"17484","GSC","CCL16",0.146164417761793
"17485","GSC","CCL17",0.184661853092376
"17486","GSC","CCL20",0.222777810486642
"17487","GSC","CCL25",0.220476434927254
"17488","GSC","CCL27",0.157401579225111
"17489","GSC","CCL28",0.125525189796921
"17490","GSC","CCL5",0.161848636952563
"17491","GSC","CSF2",0.329693069818494
"17492","GSC","CSF2RA",0.15179915280108
"17493","GSC","CSF2RB",0.190852561821391
"17494","GSC","CSF3R",0.194992362289652
"17495","GSC","CXCL12",0.357878599902143
"17496","GSC","CXCL14",0.62355435051112
"17497","GSC","CXCL16",0.325597607003052
"17498","GSC","CXCL3",0.192942480597083
"17499","GSC","CXCL6",0.23331541045091
"17500","GSC","CXCL8",0.23331541045091
"17501","GSC","IFNAR1",0.319195297566692
"17502","GSC","IFNAR2",0.334469018341578
"17503","GSC","IFNB1",0.130453176609323
"17504","GSC","IFNG",0.170412560519049
"17505","GSC","IFNGR1",0.434863959387932
"17506","GSC","IFNGR2",0.318986589225954
"17507","GSC","IFNL2",0.197516303109037
"17508","GSC","IFNLR1",0.223666721450765
"17509","GSC","IL10RA",0.194159615526731
"17510","GSC","IL10RB",0.343365317171506
"17511","GSC","IL10RB-DT",0.337757271143765
"17512","GSC","IL11",0.232194317496391
"17513","GSC","IL11RA",0.152266872953233
"17514","GSC","IL12A",0.228347590145368
"17515","GSC","IL12A-AS1",0.135667049480293
"17516","GSC","IL15",0.252348544732631
"17517","GSC","IL15RA",0.184435188014196
"17518","GSC","IL16",0.12999567372637
"17519","GSC","IL17D",0.26362008057217
"17520","GSC","IL17RA",0.24384781654464
"17521","GSC","IL17RC",0.194164878187019
"17522","GSC","IL17RD",0.464663803399998
"17523","GSC","IL18R1",0.287507776631477
"17524","GSC","IL19",0.191828171968213
"17525","GSC","IL1R1",0.321336803811541
"17526","GSC","IL1R2",0.128344563483334
"17527","GSC","IL1RAP",0.262726567943503
"17528","GSC","IL1RL2",0.34481671823444
"17529","GSC","IL2",0.241263585549317
"17530","GSC","IL20RA",0.131130067485127
"17531","GSC","IL20RB",0.180645638084757
"17532","GSC","IL25",0.163315508647481
"17533","GSC","IL26",0.126951822737694
"17534","GSC","IL27RA",0.547075226042426
"17535","GSC","IL2RA",0.209102645010248
"17536","GSC","IL2RB",0.279923105881823
"17537","GSC","IL32",0.191920706471158
"17538","GSC","IL34",0.132042922763276
"17539","GSC","IL4I1",0.258622615211553
"17540","GSC","IL5",0.31622776601254
"17541","GSC","IL5RA",0.374939959339109
"17542","GSC","IL6",0.175468999316884
"17543","GSC","IL6R-AS1",0.182452181935938
"17544","GSC","IL6ST",0.210594394633733
"17545","GSC","IL7",0.164771620965732
"17546","GSC","IL7R",0.427717022162778
"17547","GSC","IL9",0.747694244993423
"17548","GSC","IMMP2L",0.166256977525721
"17549","GSC","MMP14",0.216569640098329
"17550","GSC","MMP15",0.134571631216482
"17551","GSC","MMP17",0.0782197696048302
"17552","GSC","MMP19",0.345905181758427
"17553","GSC","MMP2-AS1",0.215733528363509
"17554","GSC","MMP25-AS1",0.422649011510922
"17555","GSC","NOTCH2",0.125525189796921
"17556","GSC","PDGFA",0.316227765992303
"17557","GSC","PDGFD",0.150085025298976
"17558","GSC","PDGFRB",0.523326178169967
"17559","GSC","TGFA",0.248076885121382
"17560","GSC","TGFB2-AS1",0.132384353026515
"17561","GSC","TGFB3",0.17819301560676
"17562","GSC","TGFBI",0.846676135719782
"17563","GSC","TGFBR1",0.536582276623459
"17564","GSC","TGFBR2",0.231352472529756
"17565","GSC","TGFBR3",0.338994847112929
"17566","GSC","TGFBRAP1",0.851799874882389
"17567","GSC","TNFAIP6",0.166351909064278
"17568","GSC","TNFAIP8",0.279369076331033
"17569","GSC","TNFAIP8L1",0.431822047664688
"17570","GSC","TNFRSF10D",0.306022760986253
"17571","GSC","TNFRSF11A",0.405208593341982
"17572","GSC","TNFRSF11B",0.194051646172894
"17573","GSC","TNFRSF12A",0.190122389815672
"17574","GSC","TNFRSF13B",0.187939597478219
"17575","GSC","TNFRSF14",0.43974288049042
"17576","GSC","TNFRSF14-AS1",0.43974288049042
"17577","GSC","TNFRSF17",0.447889731305265
"17578","GSC","TNFRSF19",0.249986754041909
"17579","GSC","TNFRSF21",0.17131941982991
"17580","GSC","TNFRSF8",0.531515857833897
"17581","GSC","TNFSF12",0.245831440523685
"17582","GSC","TNFSF13B",0.338070930790823
"17583","GSC","TNFSF15",1.38878616325556
"17584","GSC","TNFSF8",0.596824079911153
"17585","GSC","XCL1",0.303561539502864
"17586","GSX1","ADAMTS1",0.189657527246914
"17587","GSX1","ADAMTS10",0.369649308882808
"17588","GSX1","ADAMTS13",0.202460557592729
"17589","GSX1","ADAMTS15",0.213029136481282
"17590","GSX1","ADAMTS17",0.203077382066786
"17591","GSX1","ADAMTS6",0.31517823829217
"17592","GSX1","ADAMTS7",0.197334049459184
"17593","GSX1","ADAMTS8",0.212686778622353
"17594","GSX1","ADAMTSL1",0.315316179294255
"17595","GSX1","ADAMTSL4",0.251815876026802
"17596","GSX1","CCL1",0.191751658858467
"17597","GSX1","CCL2",0.359589192951196
"17598","GSX1","CCL23",0.208238412790048
"17599","GSX1","CCL25",0.370732847641616
"17600","GSX1","CCL27",0.19510714958066
"17601","GSX1","CCL28",0.240841604244763
"17602","GSX1","CCL3",0.207881049218087
"17603","GSX1","CCL4",0.243876238920518
"17604","GSX1","CCL4L2",0.312279294050633
"17605","GSX1","CSF2RA",0.314886294361108
"17606","GSX1","CSF3",0.195191930156769
"17607","GSX1","CSF3R",0.179820141524058
"17608","GSX1","CXCL12",0.218016875310521
"17609","GSX1","CXCL14",0.252578724063511
"17610","GSX1","IFNAR1",0.207492162120097
"17611","GSX1","IFNAR2",0.214338472366295
"17612","GSX1","IFNB1",0.268033734120416
"17613","GSX1","IFNG",0.31255767399503
"17614","GSX1","IFNG-AS1",0.299405404608674
"17615","GSX1","IFNGR1",0.273795384519975
"17616","GSX1","IFNLR1",0.194890942262258
"17617","GSX1","IL10RA",0.249495032515607
"17618","GSX1","IL10RB",0.206129365845363
"17619","GSX1","IL11",0.283573876579647
"17620","GSX1","IL11RA",0.19510714958066
"17621","GSX1","IL12A",0.213865958354667
"17622","GSX1","IL12A-AS1",0.205431737030019
"17623","GSX1","IL12B",0.275510229199909
"17624","GSX1","IL12RB2",0.231167749686809
"17625","GSX1","IL13RA1",0.206097929935307
"17626","GSX1","IL15",0.23213649028861
"17627","GSX1","IL15RA",0.256100878804612
"17628","GSX1","IL16",0.154057782888492
"17629","GSX1","IL17B",0.161521032293693
"17630","GSX1","IL17D",0.189352509974652
"17631","GSX1","IL17RA",0.285015838712932
"17632","GSX1","IL17RC",0.175783678747428
"17633","GSX1","IL17RD",0.308869026639949
"17634","GSX1","IL17REL",0.182045984364703
"17635","GSX1","IL18",0.185078427599964
"17636","GSX1","IL18BP",0.206587692387
"17637","GSX1","IL18R1",0.232433633929622
"17638","GSX1","IL18RAP",0.195096700311268
"17639","GSX1","IL19",0.155785376953102
"17640","GSX1","IL1A",0.276000559680245
"17641","GSX1","IL1B",0.206889279138418
"17642","GSX1","IL1R1",0.185981826102796
"17643","GSX1","IL1R2",0.259926378836553
"17644","GSX1","IL1RAP",0.231585771949755
"17645","GSX1","IL1RL2",0.180664300977739
"17646","GSX1","IL1RN",0.221937085144762
"17647","GSX1","IL2",0.20749442410181
